~~~~~~~~~~~~~~~
Text File : monsname_kor.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	알
mes_ribbon_name_045	슬기로움마스터리본
mes_ribbon_name_046	강인함마스터리본
mes_ribbon_name_047	알로라챔피언리본
mes_ribbon_name_048	로열마스터리본
mes_ribbon_name_049	그레이트트리리본
mes_ribbon_name_050	마스터트리리본
mes_ribbon_info_001	칼로스에서 챔피언에게 이겨서 전당등록한 기념리본
mes_ribbon_info_002	옛날 어딘가의 리그에서 이겨서 전당등록한 기념리본
mes_ribbon_info_003	신오에서 챔피언에게 이겨서 전당등록한 기념리본
mes_ribbon_info_004	깊은 인연으로 맺어진 포켓몬에게 수여되는 리본
mes_ribbon_info_005	가혹한 시련을 뛰어넘은 포켓몬에게 수여되는 리본
mes_ribbon_info_006	혹독한 배틀에서 승리한 포켓몬에게 수여되는 리본
mes_ribbon_info_007	배틀을 평정한 강한 포켓몬에게 수여되는 리본
mes_ribbon_info_008	많이 노력하고 있는 포켓몬에게 수여되는 리본
mes_ribbon_info_009	의지를 굽히지 않았던 일을 떠올려서 인생의 에너지가 되는 리본
mes_ribbon_info_010	두근두근했던 일을 떠올려서 인생을 설레게 하는 리본
mes_ribbon_info_011	쓸쓸했던 기분을 떠올려서 인생의 묘미가 되는 리본
mes_ribbon_info_012	깜빡했던 실패를 떠올려서 인생의 에센스가 되는 리본
mes_ribbon_info_013	산뜻했던 경험을 떠올려서 인생을 산뜻하게 만들어 주는 리본
mes_ribbon_info_014	푹 잠들었던 것을 떠올려서 인생에 평온함이 되는 리본
mes_ribbon_info_015	방긋 미소지을 일을 떠올려서 인생을 풍부하게 해주는 리본
mes_ribbon_info_016	더할 나위 없이 호화롭고 화려한 느낌의 리본
mes_ribbon_info_017	굉장히 기품있고 고상한 느낌이 나는 리본
mes_ribbon_info_018	이보다 더 훌륭한 것이 없을 만큼 호화스럽고 기품 있는 리본
mes_ribbon_info_019	호연에서 호화로운 초상화의 모델이 된 기념리본
mes_ribbon_info_020	최고의 발자국을 가진 포켓몬이 받을 수 있는 리본
mes_ribbon_info_021	대단한 기록을 남긴 기념리본
mes_ribbon_info_022	전설적 기록을 남긴 기념리본
mes_ribbon_info_023	포켓몬리그 우승 기념리본
mes_ribbon_info_024	모든 고난을 극복한 기념리본
mes_ribbon_info_025	100명에게 승리 달성 기념리본
mes_ribbon_info_026	포켓몬리그 우승 기념리본
mes_ribbon_info_027	포켓몬을 매우 좋아하는 것을 증명하는 기념리본
mes_ribbon_info_028	기념일 기념리본
mes_ribbon_info_029	포켓몬 이벤트에 참가한 기념리본
mes_ribbon_info_030	생일 기념리본
mes_ribbon_info_031	특별한 날의 특별한 리본
mes_ribbon_info_032	특별한 추억을 기념하는 리본
mes_ribbon_info_033	소원이 이루어진다고 전해지는 리본
mes_ribbon_info_034	배틀 대회 우승 기념리본
mes_ribbon_info_035	포켓몬 월드 챔피언십 에리어 대회 우승 기념리본
mes_ribbon_info_036	포켓몬 월드 챔피언십 국내 대회 우승 기념리본
mes_ribbon_info_037	포켓몬 월드 챔피언십 세계 대회 우승 기념리본
mes_ribbon_info_038	옛날 어딘가에서 수집한 리본 콘테스트의 추억이 담겨 있다!
mes_ribbon_info_039	옛날 어딘가에서 수집한 리본 배틀의 추억이 담겨 있다!
mes_ribbon_info_040	호연에서 챔피언에게 이겨서 전당등록한 기념리본
mes_ribbon_info_041	모든 콘테스트에서 대활약한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_042	콘테스트에서 근사함을 발휘한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_043	콘테스트에서 아름다움을 발휘한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_044	콘테스트에서 귀여움을 발휘한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_045	콘테스트에서 슬기로움을 발휘한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_046	콘테스트에서 강인함을 발휘한 포켓몬에게 수여되는 기념리본
mes_ribbon_info_047	알로라에서 챔피언이 되어 전당등록한 기념리본
mes_ribbon_info_048	배틀로열을 이겨 낸 포켓몬에게 수여되는 기념리본
mes_ribbon_info_049	배틀트리의 배틀레전드를 이긴 기념리본
mes_ribbon_info_050	배틀트리의 배틀레전드를 슈퍼배틀에서 이긴 기념리본
mes_ribbon_info_051	가라르에서 챔피언이 되어 전당등록한 기념리본
mes_ribbon_info_052	배틀타워의 챔피언을 이긴 기념리본
mes_ribbon_info_053	랭크배틀의 마스터볼급에서 트레이너를 이긴 기념리본
mes_ribbon_info_054	배가 고픈 포켓몬임을 나타내는 증표
mes_ribbon_info_055	졸린 포켓몬임을 나타내는 증표
mes_ribbon_info_056	슬슬 졸린 포켓몬임을 나타내는 증표
mes_ribbon_info_057	일찍 일어난 포켓몬임을 나타내는 증표
mes_ribbon_info_058	구름을 바라보는 포켓몬임을 나타내는 증표
mes_ribbon_info_059	비에 젖은 포켓몬임을 나타내는 증표
mes_ribbon_info_060	번개에 놀라는 포켓몬임을 나타내는 증표
mes_ribbon_info_061	눈밭을 구르는 포켓몬임을 나타내는 증표
mes_ribbon_info_062	추위에 떠는 포켓몬임을 나타내는 증표
mes_ribbon_info_063	목이 마른 포켓몬임을 나타내는 증표
mes_ribbon_info_064	모래투성이인 포켓몬임을 나타내는 증표
mes_ribbon_info_065	안개 속을 헤매는 포켓몬임을 나타내는 증표
mes_ribbon_info_066	운명을 느끼는 포켓몬임을 나타내는 증표
mes_ribbon_info_067	방금 낚아 팔팔한 포켓몬임을 나타내는 증표
mes_ribbon_info_068	카레를 좋아하는 포켓몬임을 나타내는 증표
mes_ribbon_info_069	사람을 따르는 포켓몬임을 나타내는 증표
mes_ribbon_info_070	사람을 모르는 포켓몬임을 나타내는 증표
mes_ribbon_info_071	난폭한 포켓몬임을 나타내는 증표
mes_ribbon_info_072	아무 생각이 없는 포켓몬임을 나타내는 증표
mes_ribbon_info_075	두근거리는 포켓몬임을 나타내는 증표
mes_ribbon_info_076	기대에 찬 포켓몬임을 나타내는 증표
mes_ribbon_info_077	오라가 느껴지는 포켓몬임을 나타내는 증표
mes_ribbon_info_078	쿨한 포켓몬임을 나타내는 증표
mes_ribbon_info_079	적극적인 포켓몬임을 나타내는 증표
mes_ribbon_info_080	멍한 포켓몬임을 나타내는 증표
mes_ribbon_info_081	행복해 보이는 포켓몬임을 나타내는 증표
mes_ribbon_info_082	화가 난 포켓몬임을 나타내는 증표
mes_ribbon_info_083	생긋생긋 웃는 포켓몬임을 나타내는 증표
mes_ribbon_info_084	훌쩍훌쩍 우는 포켓몬임을 나타내는 증표
mes_ribbon_info_085	기분이 좋은 포켓몬임을 나타내는 증표
mes_ribbon_info_086	기분이 나쁜 포켓몬임을 나타내는 증표
mes_ribbon_info_087	지적인 포켓몬임을 나타내는 증표
mes_ribbon_info_088	거칠게 날뛰는 포켓몬임을 나타내는 증표
mes_ribbon_info_089	빈틈을 노리는 포켓몬임을 나타내는 증표
mes_ribbon_info_090	엄격한 포켓몬임을 나타내는 증표
mes_ribbon_info_091	상냥한 포켓몬임을 나타내는 증표
mes_ribbon_info_092	덤벙대는 포켓몬임을 나타내는 증표
mes_ribbon_info_093	의욕이 넘치는 포켓몬임을 나타내는 증표
mes_ribbon_info_094	의욕이 없는 포켓몬임을 나타내는 증표
mes_ribbon_info_095	거만한 포켓몬임을 나타내는 증표
mes_ribbon_info_096	자신감이 없는 포켓몬임을 나타내는 증표
mes_ribbon_info_097	순박한 포켓몬임을 나타내는 증표
mes_ribbon_info_098	잘난 체하는 포켓몬임을 나타내는 증표
mes_ribbon_info_099	기운이 넘치는 포켓몬임을 나타내는 증표
mes_ribbon_info_100	어딘가 지쳐 보이는 포켓몬임을 나타내는 증표
mes_ribbon_name_051	가라르챔피언리본
mes_ribbon_name_052	마스터타워리본
mes_ribbon_name_053	마스터랭크리본
mes_ribbon_name_054	정오의증표
mes_ribbon_name_055	자정의증표
mes_ribbon_name_056	황혼의증표
mes_ribbon_name_057	새벽의증표
mes_ribbon_name_058	흐림의증표
mes_ribbon_name_059	강우의증표
mes_ribbon_name_060	우레의증표
mes_ribbon_name_061	강설의증표
mes_ribbon_name_062	폭설의증표
mes_ribbon_name_063	건조의증표
mes_ribbon_name_064	모래먼지의증표
mes_ribbon_name_065	짙은안개의증표
mes_ribbon_name_066	운명의증표
mes_ribbon_name_067	낚아올린증표
mes_ribbon_name_068	카레의증표
mes_ribbon_name_069	가끔보는증표
mes_ribbon_name_070	본적없는증표
mes_ribbon_name_071	장난꾸러기증표
mes_ribbon_name_072	촐랑거리는증표
mes_ribbon_name_075	긴장의증표
mes_ribbon_name_076	기대의증표
mes_ribbon_name_077	카리스마의증표
mes_ribbon_name_078	냉정의증표
mes_ribbon_name_079	정열의증표
mes_ribbon_name_080	방심의증표
mes_ribbon_name_081	다행의증표
mes_ribbon_name_082	분노의증표
mes_ribbon_name_083	미소의증표
mes_ribbon_name_084	비통의증표
mes_ribbon_name_085	쾌조의증표
mes_ribbon_name_086	격렬의증표
mes_ribbon_name_087	이성의증표
mes_ribbon_name_088	본능의증표
mes_ribbon_name_089	교활의증표
mes_ribbon_name_090	두려움의증표
mes_ribbon_name_091	상냥함의증표
mes_ribbon_name_092	동요의증표
mes_ribbon_name_093	고양의증표
mes_ribbon_name_094	권태의증표
mes_ribbon_name_095	자신의증표
mes_ribbon_name_096	불신의증표
mes_ribbon_name_097	순박의증표
mes_ribbon_name_098	불순의증표
mes_ribbon_name_099	기력의증표
mes_ribbon_name_100	피곤의증표
mes_another_name_001	칼로스 챔피언
mes_another_name_002	챔피언
mes_another_name_003	신오 챔피언
mes_another_name_004	절친
mes_another_name_005	시련을 함께한
mes_another_name_006	베테랑
mes_another_name_007	달인
mes_another_name_008	한때는 노력했던
mes_another_name_009	한때는 뚝심 있던
mes_another_name_010	한때는 겁쟁이였던
mes_another_name_011	슬픈 일이 있었던
mes_another_name_012	실수하는 날도 있던
mes_another_name_013	한때는 산뜻했던
mes_another_name_014	잠만 자던
mes_another_name_015	잘 웃던
mes_another_name_016	고져스
mes_another_name_017	로열
mes_another_name_018	고져스&로열
mes_another_name_019	그림 모델이 된
mes_another_name_020	발자국이 훌륭한
mes_another_name_021	기록을 보유한
mes_another_name_022	굉장한 기록을 보유한
mes_another_name_023	우승자
mes_another_name_024	고난을 극복한
mes_another_name_025	100명에게 승리한
mes_another_name_026	세계를 제패한
mes_another_name_027	포켓몬을 좋아하는
mes_another_name_028	기념일을 보낸
mes_another_name_029	이벤트에 참가한
mes_another_name_030	언제나 함께인
mes_another_name_031	프리미엄한 날의
mes_another_name_032	최고의 추억을 가진
mes_another_name_033	소원을 이룬
mes_another_name_034	배틀 챔피언
mes_another_name_035	에리어 챔피언
mes_another_name_036	내셔널 챔피언
mes_another_name_037	월드 챔피언
mes_another_name_038	반짝이는 추억의
mes_another_name_039	뜨거운 추억의
mes_another_name_040	호연 챔피언
mes_another_name_041	전설적인 스타
mes_another_name_042	과거의 스타
mes_another_name_043	한때는 아름다웠던
mes_another_name_044	과거의 아이돌
mes_another_name_045	천재라 불리던
mes_another_name_046	한때는 울끈불끈했던
mes_another_name_047	알로라 챔피언
mes_another_name_048	로열 마스터
mes_another_name_049	트리 위너
mes_another_name_050	트리 마스터
mes_another_name_051	가라르 챔피언
mes_another_name_052	타워 마스터
mes_another_name_053	랭크 마스터
mes_another_name_054	배가 고픈
mes_another_name_055	졸린
mes_another_name_056	슬슬 졸린
mes_another_name_057	일찍 일어난
mes_another_name_058	구름을 바라보는
mes_another_name_059	비에 젖은
mes_another_name_060	번개에 놀라는
mes_another_name_061	눈밭을 구르는
mes_another_name_062	추위에 떠는
mes_another_name_063	목이 마른
mes_another_name_064	모래투성이인
mes_another_name_065	안개 속을 헤매는
mes_another_name_066	운명을 느끼는
mes_another_name_067	방금 낚아 팔팔한
mes_another_name_068	카레를 좋아하는
mes_another_name_069	사람을 따르는
mes_another_name_070	사람을 모르는
mes_another_name_071	난폭한
mes_another_name_072	아무 생각이 없는
mes_another_name_075	두근거리는
mes_another_name_076	기대에 찬
mes_another_name_077	오라가 느껴지는
mes_another_name_078	쿨한
mes_another_name_079	적극적인
mes_another_name_080	멍한
mes_another_name_081	행복해 보이는
mes_another_name_082	화가 난
mes_another_name_083	생긋생긋 웃는
mes_another_name_084	훌쩍훌쩍 우는
mes_another_name_085	기분이 좋은
mes_another_name_086	기분이 나쁜
mes_another_name_087	지적인
mes_another_name_088	거칠게 날뛰는
mes_another_name_089	빈틈을 노리는
mes_another_name_090	엄격한
mes_another_name_091	상냥한
mes_another_name_092	덤벙대는
mes_another_name_093	의욕이 넘치는
mes_another_name_094	의욕이 없는
mes_another_name_095	거만한
mes_another_name_096	자신감이 없는
mes_another_name_097	순박한
mes_another_name_098	잘난 체하는
mes_another_name_099	기운이 넘치는
mes_another_name_100	어딘가 지쳐 보이는

~~~~~~~~~~~~~~~
Text File : seikaku_kor.msbt
~~~~~~~~~~~~~~~
SEIKAKU_000	노력
SEIKAKU_001	외로움
SEIKAKU_002	용감
SEIKAKU_003	고집
SEIKAKU_004	개구쟁이
SEIKAKU_005	대담
SEIKAKU_006	온순
SEIKAKU_007	무사태평
SEIKAKU_008	장난꾸러기
SEIKAKU_009	촐랑
SEIKAKU_010	겁쟁이
SEIKAKU_011	성급
SEIKAKU_012	성실
SEIKAKU_013	명랑
SEIKAKU_014	천진난만
SEIKAKU_015	조심
SEIKAKU_016	의젓
SEIKAKU_017	냉정
SEIKAKU_018	수줍음
SEIKAKU_019	덜렁
SEIKAKU_020	차분
SEIKAKU_021	얌전
SEIKAKU_022	건방
SEIKAKU_023	신중
SEIKAKU_024	변덕

~~~~~~~~~~~~~~~
Text File : sp_achstep_kor.msbt
~~~~~~~~~~~~~~~
sp_achstep_box_000101	색이 다른 포켓몬을 1마리 맡긴다
sp_achstep_box_000102	색이 다른 포켓몬을 5마리 맡긴다
sp_achstep_box_000103	색이 다른 포켓몬을 10마리 맡긴다
sp_achstep_box_000201	몬스터볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000202	몬스터볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000203	몬스터볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000301	수퍼볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000302	수퍼볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000303	수퍼볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000401	넷트볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000402	넷트볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000403	넷트볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000501	리피드볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000502	리피드볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000503	리피드볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000601	타이마볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000602	타이마볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000603	타이마볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000701	하이퍼볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000702	하이퍼볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000703	하이퍼볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000801	네스트볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000802	네스트볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000803	네스트볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_000901	럭셔리볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_000902	럭셔리볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_000903	럭셔리볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001001	힐볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001002	힐볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001003	힐볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001101	다이브볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001102	다이브볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001103	다이브볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001201	퀵볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001202	퀵볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001203	퀵볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001301	다크볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001302	다크볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001303	다크볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001401	마스터볼에 들어있는 포켓몬을 1마리 맡긴다
sp_achstep_box_001402	마스터볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001403	마스터볼에 들어있는 포켓몬을 10마리 맡긴다
sp_achstep_box_001501	프레미어볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001502	프레미어볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001503	프레미어볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001601	프레셔스볼에 들어있는 포켓몬을 1마리 맡긴다
sp_achstep_box_001602	프레셔스볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001603	프레셔스볼에 들어있는 포켓몬을 10마리 맡긴다
sp_achstep_box_001701	울트라볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001702	울트라볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001703	울트라볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001801	드림볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001802	드림볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001803	드림볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_001901	사파리볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_001902	사파리볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_001903	사파리볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002001	콤페볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002002	콤페볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002003	콤페볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002101	스피드볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002102	스피드볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002103	스피드볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002201	프렌드볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002202	프렌드볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002203	프렌드볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002301	헤비볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002302	헤비볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002303	헤비볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002401	문볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002402	문볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002403	문볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002501	러브러브볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002502	러브러브볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002503	러브러브볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002601	루어볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002602	루어볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002603	루어볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002701	레벨볼에 들어있는 포켓몬을 5마리 맡긴다
sp_achstep_box_002702	레벨볼에 들어있는 포켓몬을 15마리 맡긴다
sp_achstep_box_002703	레벨볼에 들어있는 포켓몬을 30마리 맡긴다
sp_achstep_box_002801	포켓몬을 30마리 맡긴다
sp_achstep_box_002802	포켓몬을 100마리 맡긴다
sp_achstep_box_002803	포켓몬을 300마리 맡긴다
sp_achstep_box_s_0001	호연지방의 나무지기와 아차모, 물짱이를 등록했다!
sp_achstep_box_s_0002	호연지방의 나무지기와 나무돌이, 나무킹을 등록했다!
sp_achstep_box_s_0003	호연지방의 아차모와 영치코, 번치코를 등록했다!
sp_achstep_box_s_0004	호연지방의 물짱이와 늪짱이, 대짱이를 등록했다!
sp_achstep_box_s_0005	알로라지방의 솔가레오와 루나아라, 네크로즈마를 등록했다!
sp_achstep_box_s_0006	호연지방의 그란돈과 가이오가를 등록했다!
